Id	|	Name	|	Description	|	Power	|	Accuracy	|	PP	|	TypeId
388	|	Worry-Seed	|	Changes the target's ability to insomnia.  If the target's ability is truant or multitype, this move will fail.	|		|	100	|	10	|	12
389	|	Sucker-Punch	|	Inflicts regular damage.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will fail.  This move is not affected by iron fist.	|	70	|	100	|	5	|	17
390	|	Toxic-Spikes	|	Scatters poisoned spikes around the opposing field, which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down, in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.  If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes, the spikes are removed.  rapid spin will remove this effect from its user's side of the field.  defog will remove this effect from its target's side of the field.  This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.  Pokémon entering the field due to baton pass are not affected by this effect.	|		|		|	20	|	4
391	|	Heart-Swap	|	User swaps its stat modifiers with the target.	|		|		|	10	|	14
392	|	Aqua-Ring	|	Restores 1/16 of the user's max HP at the end of each turn.  If the user leaves the field, this effect ends.  This effect is passed on by baton pass.	|		|		|	20	|	11
393	|	Magnet-Rise	|	For five turns, the user is immune to ground moves.  If the user is under the effect of ingrain or has levitate, this move will fail.  This effect is temporarily disabled by and cannot be used during gravity.  This effect is passed on by baton pass.	|		|		|	10	|	13
394	|	Flare-Blitz	|	Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.	|	120	|	100	|	15	|	10
395	|	Force-Palm	|	Inflicts regular damage.  Has a 30% chance to paralyze the target.	|	60	|	100	|	10	|	2
396	|	Aura-Sphere	|	Inflicts regular damage.  Ignores accuracy and evasion modifiers.	|	80	|		|	20	|	2
397	|	Rock-Polish	|	Raises the user's Speed by two stages.	|		|		|	20	|	6
398	|	Poison-Jab	|	Inflicts regular damage.  Has a 30% chance to poison the target.	|	80	|	100	|	20	|	4
399	|	Dark-Pulse	|	Inflicts regular damage.  Has a 20% chance to make the target flinch.	|	80	|	100	|	15	|	17
400	|	Night-Slash	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	70	|	100	|	15	|	17
401	|	Aqua-Tail	|	Inflicts regular damage.	|	90	|	90	|	10	|	11
402	|	Seed-Bomb	|	Inflicts regular damage.	|	80	|	100	|	15	|	12
403	|	Air-Slash	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|	75	|	95	|	15	|	3
404	|	X-Scissor	|	Inflicts regular damage.	|	80	|	100	|	15	|	7
405	|	Bug-Buzz	|	Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.	|	90	|	100	|	10	|	7
406	|	Dragon-Pulse	|	Inflicts regular damage.	|	85	|	100	|	10	|	16
407	|	Dragon-Rush	|	Inflicts regular damage.  Has a 20% chance to make the target flinch.	|	100	|	75	|	10	|	16
408	|	Power-Gem	|	Inflicts regular damage.	|	80	|	100	|	20	|	6
409	|	Drain-Punch	|	Inflicts regular damage.  Drains half the damage inflicted to heal the user.	|	75	|	100	|	10	|	2
410	|	Vacuum-Wave	|	Inflicts regular damage.	|	40	|	100	|	30	|	2
411	|	Focus-Blast	|	Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.	|	120	|	70	|	5	|	2
412	|	Energy-Ball	|	Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.	|	90	|	100	|	10	|	12
413	|	Brave-Bird	|	Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.	|	120	|	100	|	15	|	3
414	|	Earth-Power	|	Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.	|	90	|	100	|	10	|	5
415	|	Switcheroo	|	User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.  If either Pokémon has multitype or sticky hold, this move will fail.  If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.  Neither the user nor the target can recover its item with recycle.  This move cannot be selected by assist or metronome.	|		|	100	|	10	|	17
416	|	Giga-Impact	|	Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn.	|	150	|	90	|	5	|	1
417	|	Nasty-Plot	|	Raises the user's Special Attack by two stages.	|		|		|	20	|	17
418	|	Bullet-Punch	|	Inflicts regular damage.	|	40	|	100	|	30	|	9
419	|	Avalanche	|	Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.  pain split does not count as damaging the user.	|	60	|	100	|	10	|	15
420	|	Ice-Shard	|	Inflicts regular damage.	|	40	|	100	|	30	|	15
421	|	Shadow-Claw	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	70	|	100	|	15	|	8
422	|	Thunder-Fang	|	Inflicts regular damage.  Has a 10% chance to paralyze the target and a separate 10% chance to make the target flinch.	|	65	|	95	|	15	|	13
423	|	Ice-Fang	|	Inflicts regular damage.  Has a 10% chance to freeze the target and a separate 10% chance to make the target flinch.	|	65	|	95	|	15	|	15
424	|	Fire-Fang	|	Inflicts regular damage.  Has a 10% chance to burn the target and a separate 10% chance to make the target flinch.	|	65	|	95	|	15	|	10
425	|	Shadow-Sneak	|	Inflicts regular damage.	|	40	|	100	|	30	|	8
426	|	Mud-Bomb	|	Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.	|	65	|	85	|	10	|	5
427	|	Psycho-Cut	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	70	|	100	|	20	|	14
428	|	Zen-Headbutt	|	Inflicts regular damage.  Has a 20% chance to make the target flinch.	|	80	|	90	|	15	|	14
429	|	Mirror-Shot	|	Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.	|	65	|	85	|	10	|	9
430	|	Flash-Cannon	|	Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.	|	80	|	100	|	10	|	9
431	|	Rock-Climb	|	Inflicts regular damage.  Has a 20% chance to confuse the target.	|	90	|	85	|	20	|	1
432	|	Defog	|	Lowers the target's evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target's side of the field.  If the target is protected by mist, it will prevent the evasion change, then be removed by this move.	|		|		|	15	|	3
433	|	Trick-Room	|	For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.  Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.	|		|		|	5	|	14
434	|	Draco-Meteor	|	Inflicts regular damage, then lowers the user's Special Attack by two stages.	|	130	|	90	|	5	|	16
435	|	Discharge	|	Inflicts regular damage.  Has a 30% chance to paralyze the target.	|	80	|	100	|	15	|	13
436	|	Lava-Plume	|	Inflicts regular damage.  Has a 30% chance to burn the target.	|	80	|	100	|	15	|	10
437	|	Leaf-Storm	|	Inflicts regular damage, then lowers the user's Special Attack by two stages.	|	130	|	90	|	5	|	12
438	|	Power-Whip	|	Inflicts regular damage.	|	120	|	85	|	10	|	12
439	|	Rock-Wrecker	|	Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn.	|	150	|	90	|	5	|	6
440	|	Cross-Poison	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.	|	70	|	100	|	20	|	4
441	|	Gunk-Shot	|	Inflicts regular damage.  Has a 30% chance to poison the target.	|	120	|	80	|	5	|	4
442	|	Iron-Head	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|	80	|	100	|	15	|	9
443	|	Magnet-Bomb	|	Inflicts regular damage.  Ignores accuracy and evasion modifiers.	|	60	|		|	20	|	9
444	|	Stone-Edge	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	100	|	80	|	5	|	6
445	|	Captivate	|	Lowers the target's Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.	|		|	100	|	20	|	1
446	|	Stealth-Rock	|	Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon's susceptibility to rock moves.  rapid spin removes this effect from its user's side of the field.	|		|		|	20	|	6
447	|	Grass-Knot	|	Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.  Target's weight / Power --------------- / ----: Up to 10kg      /    20 Up to 25kg      /    40 Up to 50kg      /    60 Up to 100kg     /    80 Up to 200kg     /   100 Above 200kg     /   120 	|		|	100	|	20	|	12
448	|	Chatter	|	Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.  This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.	|	65	|	100	|	20	|	3
449	|	Judgment	|	Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.	|	100	|	100	|	10	|	1
450	|	Bug-Bite	|	Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.  If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.  If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.	|	60	|	100	|	20	|	7
451	|	Charge-Beam	|	Inflicts regular damage.  Has a 70% chance to raise the user's Special Attack by one stage.	|	50	|	90	|	10	|	13
452	|	Wood-Hammer	|	Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.	|	120	|	100	|	15	|	12
453	|	Aqua-Jet	|	Inflicts regular damage.	|	40	|	100	|	20	|	11
454	|	Attack-Order	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	90	|	100	|	15	|	7
455	|	Defend-Order	|	Raises the user's Defense and Special Defense by one stage.	|		|		|	10	|	7
456	|	Heal-Order	|	Heals the user for half its max HP.	|		|		|	10	|	7
457	|	Head-Smash	|	Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.	|	150	|	80	|	5	|	6
458	|	Double-Hit	|	Inflicts regular damage.  Hits twice in one turn.	|	35	|	90	|	10	|	1
459	|	Roar-Of-Time	|	Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn.	|	150	|	90	|	5	|	16
460	|	Spacial-Rend	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	100	|	95	|	5	|	16
461	|	Lunar-Dance	|	User faints.  Its replacement's HP and PP are fully restored, and any major status effect is removed.	|		|		|	10	|	14
462	|	Crush-Grip	|	Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.	|		|	100	|	5	|	1
463	|	Magma-Storm	|	Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.	|	100	|	75	|	5	|	10
464	|	Dark-Void	|	Puts the target to sleep.	|		|	50	|	10	|	17
465	|	Seed-Flare	|	Inflicts regular damage.  Has a 40% chance to lower the target's Special Defense by two stages.	|	120	|	85	|	5	|	12
466	|	Ominous-Wind	|	Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.	|	60	|	100	|	5	|	8
467	|	Shadow-Force	|	Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.  This move ignores the effects of detect and protect.  This move cannot be selected by sleep talk.	|	120	|	100	|	5	|	8
468	|	Hone-Claws	|	Raises the user's Attack and accuracy by one stage.	|		|		|	15	|	17
469	|	Wide-Guard	|	Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.  This move cannot be selected by assist or metronome.	|		|		|	10	|	6
470	|	Guard-Split	|	Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.	|		|		|	10	|	14
471	|	Power-Split	|	Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.  This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.	|		|		|	10	|	14
472	|	Wonder-Room	|	For five turns (including this one), every Pokémon's Defense and Special Defense are swapped.	|		|		|	10	|	14
473	|	Psyshock	|	Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.	|	80	|	100	|	10	|	14
474	|	Venoshock	|	Inflicts regular damage.  If the target is poisoned, this move has double power.	|	65	|	100	|	10	|	4
475	|	Autotomize	|	Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack.	|		|		|	15	|	9
476	|	Rage-Powder	|	Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.  This effect takes priority over lightning rod and storm drain.  If the user's ally switches out, opposing Pokémon may still hit it with pursuit.  This move cannot be selected by assist or metronome.	|		|		|	20	|	7
477	|	Telekinesis	|	For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.  This effect is removed by gravity.  If Gravity is already in effect, this move will fail.	|		|		|	15	|	14
478	|	Magic-Room	|	For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.	|		|		|	10	|	14
479	|	Smack-Down	|	Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.  If the target isn't immune to Ground damage, this move will fail.  This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.	|	50	|	100	|	15	|	6
480	|	Storm-Throw	|	Inflicts regular damage.  Always scores a critical hit.	|	60	|	100	|	10	|	2
481	|	Flame-Burst	|	Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.	|	70	|	100	|	15	|	10
482	|	Sludge-Wave	|	Inflicts regular damage.  Has a 10% chance to poison the target.	|	95	|	100	|	10	|	4
483	|	Quiver-Dance	|	Raises the user's Special Attack, Special Defense, and Speed by one stage each.	|		|		|	20	|	7
484	|	Heavy-Slam	|	Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.  User's weight                    / Power -------------------------------- / ----: Up to 2× the target's weight     /    40 Up to 3× the target's weight     /    60 Up to 4× the target's weight     /    80 Up to 5× the target's weight     /   100 More than 5× the target's weight /   120 	|		|	100	|	10	|	9
485	|	Synchronoise	|	Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.	|	120	|	100	|	10	|	14
486	|	Electro-Ball	|	Inflicts regular damage.  The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150.  User's Speed                     / Power -------------------------------- / ----: Up to 2× the target's Speed      /    60 Up to 3× the target's Speed      /    80 Up to 4× the target's Speed      /   120 More than 4× the target's Speed  /   150 	|		|	100	|	10	|	13
487	|	Soak	|	Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.	|		|	100	|	20	|	11
488	|	Flame-Charge	|	Inflicts regular damage.  Raises the user's Speed by one stage.	|	50	|	100	|	20	|	10
489	|	Coil	|	Raises the user's Attack, Defense, and accuracy by one stage each.	|		|		|	20	|	4
490	|	Low-Sweep	|	Lowers the target's Speed by one stage.	|	65	|	100	|	20	|	2
491	|	Acid-Spray	|	Inflicts regular damage.  Lowers the target's Special Defense by two stages.	|	40	|	100	|	20	|	4
492	|	Foul-Play	|	Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's.	|	95	|	100	|	15	|	17
493	|	Simple-Beam	|	Changes the target's ability to simple.	|		|	100	|	15	|	1
494	|	Entrainment	|	Changes the target's ability to match the user's.  This effect ends when the target leaves battle.	|		|	100	|	15	|	1
495	|	After-You	|	The target will act next this turn, regardless of Speed or move priority. If the target has already acted this turn, this move will fail.	|		|		|	15	|	1
496	|	Round	|	Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.	|	60	|	100	|	15	|	1
497	|	Echoed-Voice	|	Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.	|	40	|	100	|	15	|	1
498	|	Chip-Away	|	Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.	|	70	|	100	|	20	|	1
499	|	Clear-Smog	|	Inflicts regular damage.  All of the target's stat modifiers are reset to zero.	|	50	|		|	15	|	4
500	|	Stored-Power	|	Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.	|	20	|	100	|	10	|	14
501	|	Quick-Guard	|	Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.  This move cannot be selected by assist or metronome.	|		|		|	15	|	2
502	|	Ally-Switch	|	User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.	|		|		|	15	|	14
503	|	Scald	|	Inflicts regular damage.  Has a 30% chance to burn the target.	|	80	|	100	|	15	|	11
504	|	Shell-Smash	|	Raises the user's Attack, Special Attack, and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each.	|		|		|	15	|	1
505	|	Heal-Pulse	|	Heals the target for half its max HP.	|		|		|	10	|	14
506	|	Hex	|	Inflicts regular damage.  If the target has a major status ailment, this move has double power.	|	65	|	100	|	10	|	8
507	|	Sky-Drop	|	Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.  If the target is flying-type, this move will function as normal but inflict no damage.  gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.  The damage from hail and sandstorm still applies during this effect.  Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.  This move cannot be used while gravity is in effect.  This move cannot be selected by sleep talk.  *Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.	|	60	|	100	|	10	|	3
508	|	Shift-Gear	|	Raises the user's Attack by one stage and its Speed by two stages.	|		|		|	10	|	9
509	|	Circle-Throw	|	Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.  If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.	|	60	|	90	|	10	|	2
510	|	Incinerate	|	Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move.	|	60	|	100	|	15	|	10
511	|	Quash	|	Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.	|		|	100	|	15	|	17
512	|	Acrobatics	|	Inflicts regular damage.  If the user has no held item, this move has double power.	|	55	|	100	|	15	|	3
513	|	Reflect-Type	|	User's type changes to match the target's.	|		|		|	15	|	1
514	|	Retaliate	|	Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.	|	70	|	100	|	5	|	1
515	|	Final-Gambit	|	Inflicts damage equal to the user's remaining HP.  User faints.	|		|	100	|	5	|	2
516	|	Bestow	|	Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.	|		|		|	15	|	1
517	|	Inferno	|	Inflicts regular damage.  Has a 100% chance to burn the target.	|	100	|	50	|	5	|	10
518	|	Water-Pledge	|	Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).	|	80	|	100	|	10	|	11
519	|	Fire-Pledge	|	Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).	|	80	|	100	|	10	|	10
520	|	Grass-Pledge	|	Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).	|	80	|	100	|	10	|	12
521	|	Volt-Switch	|	Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.  The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.  This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.	|	70	|	100	|	20	|	13
522	|	Struggle-Bug	|	Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.	|	50	|	100	|	20	|	7
523	|	Bulldoze	|	Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.	|	60	|	100	|	20	|	5
524	|	Frost-Breath	|	Inflicts regular damage.  Always scores a critical hit.	|	60	|	90	|	10	|	15
525	|	Dragon-Tail	|	Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.  If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.	|	60	|	90	|	10	|	16
526	|	Work-Up	|	Raises the user's Attack and Special Attack by one stage each.	|		|		|	30	|	1
527	|	Electroweb	|	Lowers the target's Speed by one stage.	|	55	|	95	|	15	|	13
528	|	Wild-Charge	|	Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.	|	90	|	100	|	15	|	13
529	|	Drill-Run	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	80	|	95	|	10	|	5
530	|	Dual-Chop	|	Inflicts regular damage.  Hits twice in one turn.	|	40	|	90	|	15	|	16
531	|	Heart-Stamp	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|	60	|	100	|	25	|	14
532	|	Horn-Leech	|	Inflicts regular damage.  Drains half the damage inflicted to heal the user.	|	75	|	100	|	10	|	12
533	|	Sacred-Sword	|	Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.	|	90	|	100	|	15	|	2
534	|	Razor-Shell	|	Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.	|	75	|	95	|	10	|	11
535	|	Heat-Crash	|	Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.  User's weight                    / Power -------------------------------- / ----: Up to 2× the target's weight     /    40 Up to 3× the target's weight     /    60 Up to 4× the target's weight     /    80 Up to 5× the target's weight     /   100 More than 5× the target's weight /   120 	|		|	100	|	10	|	10
536	|	Leaf-Tornado	|	Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.	|	65	|	90	|	10	|	12
537	|	Steamroller	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.  Power is doubled against Pokémon that have used minimize since entering the field.	|	65	|	100	|	20	|	7
538	|	Cotton-Guard	|	Raises the user's Defense by three stages.	|		|		|	10	|	12
539	|	Night-Daze	|	Inflicts regular damage.  Has a 40% chance to lower the target's accuracy by one stage.	|	85	|	95	|	10	|	17
540	|	Psystrike	|	Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.	|	100	|	100	|	10	|	14
541	|	Tail-Slap	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	25	|	85	|	10	|	1
542	|	Hurricane	|	Inflicts regular damage.  Has a 30% chance to confuse the target.  This move can hit Pokémon under the effect of bounce, fly, or sky drop.  During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.	|	110	|	70	|	10	|	3
543	|	Head-Charge	|	Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.	|	120	|	100	|	15	|	1
544	|	Gear-Grind	|	Inflicts regular damage.  Hits twice in one turn.	|	50	|	85	|	15	|	9
545	|	Searing-Shot	|	Inflicts regular damage.  Has a 30% chance to burn the target.	|	100	|	100	|	5	|	10
546	|	Techno-Blast	|	Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.	|	120	|	100	|	5	|	1
547	|	Relic-Song	|	Inflicts regular damage.  Has a 10% chance to put the target to sleep. If the user is a meloetta, it will toggle between Aria and Pirouette Forme.	|	75	|	100	|	10	|	1
548	|	Secret-Sword	|	Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.	|	85	|	100	|	10	|	2
549	|	Glaciate	|	Inflicts regular damage.  Lowers the target's Speed by one stage.	|	65	|	95	|	10	|	15
550	|	Bolt-Strike	|	Inflicts regular damage.  Has a 20% chance to paralyze the target.	|	130	|	85	|	5	|	13
551	|	Blue-Flare	|	Inflicts regular damage.  Has a 20% chance to burn the target.	|	130	|	85	|	5	|	10
552	|	Fiery-Dance	|	Inflicts regular damage.  Has a 50% chance to raise the user's Special Attack by one stage.	|	80	|	100	|	10	|	10
553	|	Freeze-Shock	|	Inflicts regular damage.  Has a 30% chance to paralyze the target.  User charges for one turn before attacking.	|	140	|	90	|	5	|	15
554	|	Ice-Burn	|	Inflicts regular damage.  Has a 30% chance to burn the target.  User charges for one turn before attacking.	|	140	|	90	|	5	|	15
555	|	Snarl	|	Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.	|	55	|	95	|	15	|	17
556	|	Icicle-Crash	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|	85	|	90	|	10	|	15
557	|	V-Create	|	Inflicts regular damage.  Lowers the user's Defense, Special Defense, and Speed by one stage each.	|	180	|	95	|	5	|	10
558	|	Fusion-Flare	|	Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.	|	100	|	100	|	5	|	10
559	|	Fusion-Bolt	|	Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.	|	100	|	100	|	5	|	13
560	|	Flying-Press	|	Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.  For all other purposes, this move is pure Fighting-type.  If this move's type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.  If the target has used minimize since entering battle, this move has double power and will never miss.	|	100	|	95	|	10	|	2
561	|	Mat-Block	|	Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.	|		|		|	10	|	2
562	|	Belch	|	Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.  After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.  If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move.	|	120	|	90	|	10	|	4
563	|	Rototiller	|	Raises the Attack and Special Attack of all grass Pokémon in battle.	|		|		|	10	|	5
564	|	Sticky-Web	|	Shoots a web over the opponents' side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.  Pokémon in the air, such as flying-types and those with levitate, are unaffected.  rapid spin removes Sticky Web from the user's side of the field; defog removes it from both sides.	|		|		|	20	|	7
