DexId	|	Name	|	Height	|	Weight	|	Catch_rate	|	Growth_rate	|	Gender_rate	|	Is_baby	|	Is_legendary	|	Is_mythic	|	HP	|	Atk	|	Def	|	SpAtk	|	SpDef	|	Spd	|	ImageId	|	PreviousStageId
327	|	Spinda	|	11	|	50	|	255	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	60	|	60	|	60	|	60	|	327	|	
328	|	Trapinch	|	7	|	150	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	100	|	45	|	45	|	45	|	10	|	328	|	
329	|	Vibrava	|	11	|	153	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	70	|	50	|	50	|	50	|	70	|	329	|	328
330	|	Flygon	|	20	|	820	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	100	|	80	|	80	|	80	|	100	|	330	|	329
331	|	Cacnea	|	4	|	513	|	190	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	85	|	40	|	85	|	40	|	35	|	331	|	
332	|	Cacturne	|	13	|	774	|	60	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	115	|	60	|	115	|	60	|	55	|	332	|	331
333	|	Swablu	|	4	|	12	|	255	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	40	|	60	|	40	|	75	|	50	|	333	|	
334	|	Altaria	|	11	|	206	|	45	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	70	|	90	|	70	|	105	|	80	|	334	|	333
335	|	Zangoose	|	13	|	403	|	90	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	73	|	115	|	60	|	60	|	60	|	90	|	335	|	
336	|	Seviper	|	27	|	525	|	90	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	73	|	100	|	60	|	100	|	60	|	65	|	336	|	
337	|	Lunatone	|	10	|	1680	|	45	|	fast	|	-1	|	FALSE	|	FALSE	|	FALSE	|	90	|	55	|	65	|	95	|	85	|	70	|	337	|	
338	|	Solrock	|	12	|	1540	|	45	|	fast	|	-1	|	FALSE	|	FALSE	|	FALSE	|	90	|	95	|	85	|	55	|	65	|	70	|	338	|	
339	|	Barboach	|	4	|	19	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	48	|	43	|	46	|	41	|	60	|	339	|	
340	|	Whiscash	|	9	|	236	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	110	|	78	|	73	|	76	|	71	|	60	|	340	|	339
341	|	Corphish	|	6	|	115	|	205	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	43	|	80	|	65	|	50	|	35	|	35	|	341	|	
342	|	Crawdaunt	|	11	|	328	|	155	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	63	|	120	|	85	|	90	|	55	|	55	|	342	|	341
343	|	Baltoy	|	5	|	215	|	255	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	40	|	40	|	55	|	40	|	70	|	55	|	343	|	
344	|	Claydol	|	15	|	1080	|	90	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	60	|	70	|	105	|	70	|	120	|	75	|	344	|	343
345	|	Lileep	|	10	|	238	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	66	|	41	|	77	|	61	|	87	|	23	|	345	|	
346	|	Cradily	|	15	|	604	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	86	|	81	|	97	|	81	|	107	|	43	|	346	|	345
347	|	Anorith	|	7	|	125	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	45	|	95	|	50	|	40	|	50	|	75	|	347	|	
348	|	Armaldo	|	15	|	682	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	125	|	100	|	70	|	80	|	45	|	348	|	347
349	|	Feebas	|	6	|	74	|	255	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	20	|	15	|	20	|	10	|	55	|	80	|	349	|	
350	|	Milotic	|	62	|	1620	|	60	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	60	|	79	|	100	|	125	|	81	|	350	|	349
351	|	Castform	|	3	|	8	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	70	|	70	|	70	|	70	|	70	|	351	|	
352	|	Kecleon	|	10	|	220	|	200	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	90	|	70	|	60	|	120	|	40	|	352	|	
353	|	Shuppet	|	6	|	23	|	225	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	44	|	75	|	35	|	63	|	33	|	45	|	353	|	
354	|	Banette	|	11	|	125	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	64	|	115	|	65	|	83	|	63	|	65	|	354	|	353
355	|	Duskull	|	8	|	150	|	190	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	20	|	40	|	90	|	30	|	90	|	25	|	355	|	
356	|	Dusclops	|	16	|	306	|	90	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	70	|	130	|	60	|	130	|	25	|	356	|	355
357	|	Tropius	|	20	|	1000	|	200	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	99	|	68	|	83	|	72	|	87	|	51	|	357	|	
358	|	Chimecho	|	6	|	10	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	50	|	80	|	95	|	90	|	65	|	358	|	433
359	|	Absol	|	12	|	470	|	30	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	130	|	60	|	75	|	60	|	75	|	359	|	
360	|	Wynaut	|	6	|	140	|	125	|	medium	|	4	|	TRUE	|	FALSE	|	FALSE	|	95	|	23	|	48	|	23	|	48	|	23	|	360	|	
361	|	Snorunt	|	7	|	168	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	50	|	50	|	50	|	50	|	50	|	361	|	
362	|	Glalie	|	15	|	2565	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	80	|	80	|	80	|	80	|	80	|	362	|	361
363	|	Spheal	|	8	|	395	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	40	|	50	|	55	|	50	|	25	|	363	|	
364	|	Sealeo	|	11	|	876	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	60	|	70	|	75	|	70	|	45	|	364	|	363
365	|	Walrein	|	14	|	1506	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	110	|	80	|	90	|	95	|	90	|	65	|	365	|	364
366	|	Clamperl	|	4	|	525	|	255	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	35	|	64	|	85	|	74	|	55	|	32	|	366	|	
367	|	Huntail	|	17	|	270	|	60	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	104	|	105	|	94	|	75	|	52	|	367	|	366
368	|	Gorebyss	|	18	|	226	|	60	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	84	|	105	|	114	|	75	|	52	|	368	|	366
369	|	Relicanth	|	10	|	234	|	25	|	slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	100	|	90	|	130	|	45	|	65	|	55	|	369	|	
370	|	Luvdisc	|	6	|	87	|	225	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	43	|	30	|	55	|	40	|	65	|	97	|	370	|	
371	|	Bagon	|	6	|	421	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	75	|	60	|	40	|	30	|	50	|	371	|	
372	|	Shelgon	|	11	|	1105	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	95	|	100	|	60	|	50	|	50	|	372	|	371
373	|	Salamence	|	15	|	1026	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	135	|	80	|	110	|	80	|	100	|	373	|	372
374	|	Beldum	|	6	|	952	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	40	|	55	|	80	|	35	|	60	|	30	|	374	|	
375	|	Metang	|	12	|	2025	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	60	|	75	|	100	|	55	|	80	|	50	|	375	|	374
376	|	Metagross	|	16	|	5500	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	80	|	135	|	130	|	95	|	90	|	70	|	376	|	375
377	|	Regirock	|	17	|	2300	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	80	|	100	|	200	|	50	|	100	|	50	|	377	|	
378	|	Regice	|	18	|	1750	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	80	|	50	|	100	|	100	|	200	|	50	|	378	|	
379	|	Registeel	|	19	|	2050	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	80	|	75	|	150	|	75	|	150	|	50	|	379	|	
380	|	Latias	|	14	|	400	|	3	|	slow	|	8	|	FALSE	|	TRUE	|	FALSE	|	80	|	80	|	90	|	110	|	130	|	110	|	380	|	
381	|	Latios	|	20	|	600	|	3	|	slow	|	0	|	FALSE	|	TRUE	|	FALSE	|	80	|	90	|	80	|	130	|	110	|	110	|	381	|	
382	|	Kyogre	|	45	|	3520	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	100	|	90	|	150	|	140	|	90	|	382	|	
383	|	Groudon	|	35	|	9500	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	150	|	140	|	100	|	90	|	90	|	383	|	
384	|	Rayquaza	|	70	|	2065	|	45	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	105	|	150	|	90	|	150	|	90	|	95	|	384	|	
385	|	Jirachi	|	3	|	11	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	100	|	100	|	100	|	100	|	100	|	100	|	385	|	
386	|	Deoxys	|	17	|	608	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	50	|	150	|	50	|	150	|	50	|	150	|	386	|	
387	|	Turtwig	|	4	|	102	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	55	|	68	|	64	|	45	|	55	|	31	|	387	|	
388	|	Grotle	|	11	|	970	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	89	|	85	|	55	|	65	|	36	|	388	|	387
389	|	Torterra	|	22	|	3100	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	95	|	109	|	105	|	75	|	85	|	56	|	389	|	388
390	|	Chimchar	|	5	|	62	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	44	|	58	|	44	|	58	|	44	|	61	|	390	|	
391	|	Monferno	|	9	|	220	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	64	|	78	|	52	|	78	|	52	|	81	|	391	|	390
392	|	Infernape	|	12	|	550	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	76	|	104	|	71	|	104	|	71	|	108	|	392	|	391
393	|	Piplup	|	4	|	52	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	53	|	51	|	53	|	61	|	56	|	40	|	393	|	
394	|	Prinplup	|	8	|	230	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	64	|	66	|	68	|	81	|	76	|	50	|	394	|	393
395	|	Empoleon	|	17	|	845	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	84	|	86	|	88	|	111	|	101	|	60	|	395	|	394
396	|	Starly	|	3	|	20	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	55	|	30	|	30	|	30	|	60	|	396	|	
397	|	Staravia	|	6	|	155	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	75	|	50	|	40	|	40	|	80	|	397	|	396
398	|	Staraptor	|	12	|	249	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	120	|	70	|	50	|	60	|	100	|	398	|	397
399	|	Bidoof	|	5	|	200	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	59	|	45	|	40	|	35	|	40	|	31	|	399	|	
400	|	Bibarel	|	10	|	315	|	127	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	79	|	85	|	60	|	55	|	60	|	71	|	400	|	399
401	|	Kricketot	|	3	|	22	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	37	|	25	|	41	|	25	|	41	|	25	|	401	|	
402	|	Kricketune	|	10	|	255	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	77	|	85	|	51	|	55	|	51	|	65	|	402	|	401
403	|	Shinx	|	5	|	95	|	235	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	65	|	34	|	40	|	34	|	45	|	403	|	
404	|	Luxio	|	9	|	305	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	85	|	49	|	60	|	49	|	60	|	404	|	403
405	|	Luxray	|	14	|	420	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	120	|	79	|	95	|	79	|	70	|	405	|	404
406	|	Budew	|	2	|	12	|	255	|	medium-slow	|	4	|	TRUE	|	FALSE	|	FALSE	|	40	|	30	|	35	|	50	|	70	|	55	|	406	|	
407	|	Roserade	|	9	|	145	|	75	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	70	|	65	|	125	|	105	|	90	|	407	|	315
408	|	Cranidos	|	9	|	315	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	67	|	125	|	40	|	30	|	30	|	58	|	408	|	
409	|	Rampardos	|	16	|	1025	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	97	|	165	|	60	|	65	|	50	|	58	|	409	|	408
410	|	Shieldon	|	5	|	570	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	30	|	42	|	118	|	42	|	88	|	30	|	410	|	
411	|	Bastiodon	|	13	|	1495	|	45	|	slow-then-very-fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	60	|	52	|	168	|	47	|	138	|	30	|	411	|	410
412	|	Burmy	|	2	|	34	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	29	|	45	|	29	|	45	|	36	|	412	|	
413	|	Wormadam	|	5	|	65	|	45	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	60	|	59	|	85	|	79	|	105	|	36	|	413	|	412
414	|	Mothim	|	9	|	233	|	45	|	medium	|	0	|	FALSE	|	FALSE	|	FALSE	|	70	|	94	|	50	|	94	|	50	|	66	|	414	|	412
415	|	Combee	|	3	|	55	|	120	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	30	|	30	|	42	|	30	|	42	|	70	|	415	|	
416	|	Vespiquen	|	12	|	385	|	45	|	medium-slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	70	|	80	|	102	|	80	|	102	|	40	|	416	|	415
417	|	Pachirisu	|	4	|	39	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	45	|	70	|	45	|	90	|	95	|	417	|	
418	|	Buizel	|	7	|	295	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	65	|	35	|	60	|	30	|	85	|	418	|	
419	|	Floatzel	|	11	|	335	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	105	|	55	|	85	|	50	|	115	|	419	|	418
420	|	Cherubi	|	4	|	33	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	35	|	45	|	62	|	53	|	35	|	420	|	
421	|	Cherrim	|	5	|	93	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	60	|	70	|	87	|	78	|	85	|	421	|	420
422	|	Shellos	|	3	|	63	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	76	|	48	|	48	|	57	|	62	|	34	|	422	|	
423	|	Gastrodon	|	9	|	299	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	111	|	83	|	68	|	92	|	82	|	39	|	423	|	422
424	|	Ambipom	|	12	|	203	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	100	|	66	|	60	|	66	|	115	|	424	|	190
425	|	Drifloon	|	4	|	12	|	125	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	50	|	34	|	60	|	44	|	70	|	425	|	
426	|	Drifblim	|	12	|	150	|	60	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	150	|	80	|	44	|	90	|	54	|	80	|	426	|	425
427	|	Buneary	|	4	|	55	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	66	|	44	|	44	|	56	|	85	|	427	|	
428	|	Lopunny	|	12	|	333	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	76	|	84	|	54	|	96	|	105	|	428	|	427
429	|	Mismagius	|	9	|	44	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	60	|	105	|	105	|	105	|	429	|	200
430	|	Honchkrow	|	9	|	273	|	30	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	125	|	52	|	105	|	52	|	71	|	430	|	198
431	|	Glameow	|	5	|	39	|	190	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	49	|	55	|	42	|	42	|	37	|	85	|	431	|	
432	|	Purugly	|	10	|	438	|	75	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	71	|	82	|	64	|	64	|	59	|	112	|	432	|	431
433	|	Chingling	|	2	|	6	|	120	|	fast	|	4	|	TRUE	|	FALSE	|	FALSE	|	45	|	30	|	50	|	65	|	50	|	45	|	433	|	
434	|	Stunky	|	4	|	192	|	225	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	63	|	63	|	47	|	41	|	41	|	74	|	434	|	
435	|	Skuntank	|	10	|	380	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	103	|	93	|	67	|	71	|	61	|	84	|	435	|	434
436	|	Bronzor	|	5	|	605	|	255	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	57	|	24	|	86	|	24	|	86	|	23	|	436	|	
437	|	Bronzong	|	13	|	1870	|	90	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	67	|	89	|	116	|	79	|	116	|	33	|	437	|	436
438	|	Bonsly	|	5	|	150	|	255	|	medium	|	4	|	TRUE	|	FALSE	|	FALSE	|	50	|	80	|	95	|	10	|	45	|	10	|	438	|	
439	|	Mime-Jr	|	6	|	130	|	145	|	medium	|	4	|	TRUE	|	FALSE	|	FALSE	|	20	|	25	|	45	|	70	|	90	|	60	|	439	|	
440	|	Happiny	|	6	|	244	|	130	|	fast	|	8	|	TRUE	|	FALSE	|	FALSE	|	100	|	5	|	5	|	15	|	65	|	30	|	440	|	
441	|	Chatot	|	5	|	19	|	30	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	76	|	65	|	45	|	92	|	42	|	91	|	441	|	
442	|	Spiritomb	|	10	|	1080	|	100	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	92	|	108	|	92	|	108	|	35	|	442	|	
443	|	Gible	|	7	|	205	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	58	|	70	|	45	|	40	|	45	|	42	|	443	|	
444	|	Gabite	|	14	|	560	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	68	|	90	|	65	|	50	|	55	|	82	|	444	|	443
445	|	Garchomp	|	19	|	950	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	108	|	130	|	95	|	80	|	85	|	102	|	445	|	444
446	|	Munchlax	|	6	|	1050	|	50	|	slow	|	1	|	TRUE	|	FALSE	|	FALSE	|	135	|	85	|	40	|	40	|	85	|	5	|	446	|	
447	|	Riolu	|	7	|	202	|	75	|	medium-slow	|	1	|	TRUE	|	FALSE	|	FALSE	|	40	|	70	|	40	|	35	|	40	|	60	|	447	|	
448	|	Lucario	|	12	|	540	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	70	|	110	|	70	|	115	|	70	|	90	|	448	|	447
449	|	Hippopotas	|	8	|	495	|	140	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	68	|	72	|	78	|	38	|	42	|	32	|	449	|	
450	|	Hippowdon	|	20	|	3000	|	60	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	108	|	112	|	118	|	68	|	72	|	47	|	450	|	449
451	|	Skorupi	|	8	|	120	|	120	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	50	|	90	|	30	|	55	|	65	|	451	|	
452	|	Drapion	|	13	|	615	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	90	|	110	|	60	|	75	|	95	|	452	|	451
453	|	Croagunk	|	7	|	230	|	140	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	48	|	61	|	40	|	61	|	40	|	50	|	453	|	
454	|	Toxicroak	|	13	|	444	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	83	|	106	|	65	|	86	|	65	|	85	|	454	|	453
455	|	Carnivine	|	14	|	270	|	200	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	74	|	100	|	72	|	90	|	72	|	46	|	455	|	
456	|	Finneon	|	4	|	70	|	190	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	49	|	49	|	56	|	49	|	61	|	66	|	456	|	
457	|	Lumineon	|	12	|	240	|	75	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	69	|	69	|	76	|	69	|	86	|	91	|	457	|	456
458	|	Mantyke	|	10	|	650	|	25	|	slow	|	4	|	TRUE	|	FALSE	|	FALSE	|	45	|	20	|	50	|	60	|	120	|	50	|	458	|	
459	|	Snover	|	10	|	505	|	120	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	62	|	50	|	62	|	60	|	40	|	459	|	
460	|	Abomasnow	|	22	|	1355	|	60	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	92	|	75	|	92	|	85	|	60	|	460	|	459
461	|	Weavile	|	11	|	340	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	120	|	65	|	45	|	85	|	125	|	461	|	215
462	|	Magnezone	|	12	|	1800	|	30	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	70	|	70	|	115	|	130	|	90	|	60	|	462	|	82
463	|	Lickilicky	|	17	|	1400	|	30	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	110	|	85	|	95	|	80	|	95	|	50	|	463	|	108
464	|	Rhyperior	|	24	|	2828	|	30	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	115	|	140	|	130	|	55	|	55	|	40	|	464	|	112
465	|	Tangrowth	|	20	|	1286	|	30	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	100	|	125	|	110	|	50	|	50	|	465	|	114
466	|	Electivire	|	18	|	1386	|	30	|	medium	|	2	|	FALSE	|	FALSE	|	FALSE	|	75	|	123	|	67	|	95	|	85	|	95	|	466	|	125
467	|	Magmortar	|	16	|	680	|	30	|	medium	|	2	|	FALSE	|	FALSE	|	FALSE	|	75	|	95	|	67	|	125	|	95	|	83	|	467	|	126
468	|	Togekiss	|	15	|	380	|	30	|	fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	85	|	50	|	95	|	120	|	115	|	80	|	468	|	176
469	|	Yanmega	|	19	|	515	|	30	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	86	|	76	|	86	|	116	|	56	|	95	|	469	|	193
470	|	Leafeon	|	10	|	255	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	65	|	110	|	130	|	60	|	65	|	95	|	470	|	133
471	|	Glaceon	|	8	|	259	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	65	|	60	|	110	|	130	|	95	|	65	|	471	|	133
472	|	Gliscor	|	20	|	425	|	30	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	95	|	125	|	45	|	75	|	95	|	472	|	207
473	|	Mamoswine	|	25	|	2910	|	50	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	110	|	130	|	80	|	70	|	60	|	80	|	473	|	221
474	|	Porygon-Z	|	9	|	340	|	30	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	85	|	80	|	70	|	135	|	75	|	90	|	474	|	233
475	|	Gallade	|	16	|	520	|	45	|	slow	|	0	|	FALSE	|	FALSE	|	FALSE	|	68	|	125	|	65	|	65	|	115	|	80	|	475	|	281
476	|	Probopass	|	14	|	3400	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	55	|	145	|	75	|	150	|	40	|	476	|	299
477	|	Dusknoir	|	22	|	1066	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	100	|	135	|	65	|	135	|	45	|	477	|	356
478	|	Froslass	|	13	|	266	|	75	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	70	|	80	|	70	|	80	|	70	|	110	|	478	|	361
479	|	Rotom	|	3	|	3	|	45	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	50	|	50	|	77	|	95	|	77	|	91	|	479	|	
480	|	Uxie	|	3	|	3	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	75	|	75	|	130	|	75	|	130	|	95	|	480	|	
481	|	Mesprit	|	3	|	3	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	80	|	105	|	105	|	105	|	105	|	80	|	481	|	
482	|	Azelf	|	3	|	3	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	75	|	125	|	70	|	125	|	70	|	115	|	482	|	
483	|	Dialga	|	54	|	6830	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	120	|	120	|	150	|	100	|	90	|	483	|	
484	|	Palkia	|	42	|	3360	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	90	|	120	|	100	|	150	|	120	|	100	|	484	|	
485	|	Heatran	|	17	|	4300	|	3	|	slow	|	4	|	FALSE	|	TRUE	|	FALSE	|	91	|	90	|	106	|	130	|	106	|	77	|	485	|	
486	|	Regigigas	|	37	|	4200	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	110	|	160	|	110	|	80	|	110	|	100	|	486	|	
487	|	Giratina	|	45	|	7500	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	150	|	100	|	120	|	100	|	120	|	90	|	487	|	
488	|	Cresselia	|	15	|	856	|	3	|	slow	|	8	|	FALSE	|	TRUE	|	FALSE	|	120	|	70	|	110	|	75	|	120	|	85	|	488	|	
