Id	|	Official	|	Official_s	|	Sprite	|	Sprite_s	|	Animated	|	Animated_s
497	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/497.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/497.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/497.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/497.gif
498	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/498.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/498.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/498.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/498.gif
499	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/499.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/499.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/499.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/499.gif
500	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/500.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/500.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/500.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/500.gif
501	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/501.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/501.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/501.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/501.gif
502	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/502.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/502.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/502.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/502.gif
503	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/503.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/503.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/503.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/503.gif
504	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/504.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/504.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/504.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/504.gif
505	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/505.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/505.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/505.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/505.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/505.gif
506	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/506.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/506.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/506.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/506.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/506.gif
507	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/507.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/507.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/507.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/507.gif
508	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/508.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/508.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/508.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/508.gif
509	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/509.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/509.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/509.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/509.gif
510	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/510.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/510.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/510.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/510.gif
511	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/511.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/511.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/511.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/511.gif
512	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/512.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/512.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/512.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/512.gif
513	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/513.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/513.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/513.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/513.gif
514	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/514.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/514.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/514.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/514.gif
515	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/515.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/515.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/515.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/515.gif
516	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/516.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/516.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/516.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/516.gif
517	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/517.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/517.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/517.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/517.gif
518	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/518.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/518.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/518.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/518.gif
519	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/519.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/519.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/519.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/519.gif
520	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/520.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/520.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/520.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/520.gif
521	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/521.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/521.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/521.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/521.gif
522	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/522.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/522.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/522.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/522.gif
523	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/523.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/523.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/523.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/523.gif
524	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/524.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/524.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/524.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/524.gif
525	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/525.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/525.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/525.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/525.gif
526	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/526.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/526.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/526.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/526.gif
527	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/527.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/527.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/527.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/527.gif
528	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/528.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/528.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/528.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/528.gif
529	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/529.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/529.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/529.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/529.gif
530	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/530.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/530.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/530.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/530.gif
531	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/531.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/531.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/531.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/531.gif
532	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/532.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/532.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/532.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/532.gif
533	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/533.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/533.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/533.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/533.gif
534	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/534.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/534.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/534.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/534.gif
535	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/535.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/535.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/535.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/535.gif
536	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/536.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/536.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/536.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/536.gif
537	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/537.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/537.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/537.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/537.gif
538	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/538.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/538.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/538.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/538.gif
539	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/539.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/539.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/539.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/539.gif
540	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/540.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/540.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/540.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/540.gif
541	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/541.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/541.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/541.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/541.gif
542	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/542.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/542.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/542.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/542.gif
543	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/543.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/543.png	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/543.gif	|	https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/543.gif
